0 	 0.005000 	 101 	 0.030000 	  581 	 -49.500000 	 2 
1 	 0.015000 	 115 	 0.090000 	  550 	 -48.500000 	 2 
2 	 0.025000 	 101 	 0.150000 	  536 	 -47.500000 	 0 
3 	 0.035000 	 99 	 0.210000 	  493 	 -46.500000 	 3 
4 	 0.045000 	 99 	 0.270000 	  426 	 -45.500000 	 2 
5 	 0.055000 	 104 	 0.330000 	  410 	 -44.500000 	 1 
6 	 0.065000 	 94 	 0.390000 	  439 	 -43.500000 	 2 
7 	 0.075000 	 95 	 0.450000 	  413 	 -42.500000 	 2 
8 	 0.085000 	 98 	 0.510000 	  356 	 -41.500000 	 5 
9 	 0.095000 	 109 	 0.570000 	  345 	 -40.500000 	 2 
10 	 0.105000 	 109 	 0.630000 	  311 	 -39.500000 	 1 
11 	 0.115000 	 98 	 0.690000 	  284 	 -38.500000 	 5 
12 	 0.125000 	 96 	 0.750000 	  283 	 -37.500000 	 1 
13 	 0.135000 	 100 	 0.810000 	  253 	 -36.500000 	 1 
14 	 0.145000 	 89 	 0.870000 	  264 	 -35.500000 	 4 
15 	 0.155000 	 100 	 0.930000 	  266 	 -34.500000 	 2 
16 	 0.165000 	 109 	 0.990000 	  214 	 -33.500000 	 2 
17 	 0.175000 	 103 	 1.050000 	  195 	 -32.500000 	 7 
18 	 0.185000 	 97 	 1.110000 	  192 	 -31.500000 	 3 
19 	 0.195000 	 88 	 1.170000 	  172 	 -30.500000 	 2 
20 	 0.205000 	 96 	 1.230000 	  174 	 -29.500000 	 5 
21 	 0.215000 	 104 	 1.290000 	  166 	 -28.500000 	 4 
22 	 0.225000 	 90 	 1.350000 	  160 	 -27.500000 	 8 
23 	 0.235000 	 109 	 1.410000 	  164 	 -26.500000 	 7 
24 	 0.245000 	 101 	 1.470000 	  128 	 -25.500000 	 6 
25 	 0.255000 	 114 	 1.530000 	  136 	 -24.500000 	 2 
26 	 0.265000 	 86 	 1.590000 	  105 	 -23.500000 	 3 
27 	 0.275000 	 89 	 1.650000 	  126 	 -22.500000 	 2 
28 	 0.285000 	 89 	 1.710000 	  121 	 -21.500000 	 11 
29 	 0.295000 	 84 	 1.770000 	  82 	 -20.500000 	 3 
30 	 0.305000 	 123 	 1.830000 	  105 	 -19.500000 	 10 
31 	 0.315000 	 100 	 1.890000 	  78 	 -18.500000 	 5 
32 	 0.325000 	 104 	 1.950000 	  78 	 -17.500000 	 12 
33 	 0.335000 	 102 	 2.010000 	  82 	 -16.500000 	 7 
34 	 0.345000 	 84 	 2.070000 	  92 	 -15.500000 	 16 
35 	 0.355000 	 95 	 2.130000 	  78 	 -14.500000 	 12 
36 	 0.365000 	 96 	 2.190000 	  57 	 -13.500000 	 8 
37 	 0.375000 	 77 	 2.250000 	  57 	 -12.500000 	 27 
38 	 0.385000 	 94 	 2.310000 	  51 	 -11.500000 	 23 
39 	 0.395000 	 110 	 2.370000 	  58 	 -10.500000 	 31 
40 	 0.405000 	 92 	 2.430000 	  65 	 -9.500000 	 41 
41 	 0.415000 	 103 	 2.490000 	  47 	 -8.500000 	 49 
42 	 0.425000 	 108 	 2.550000 	  42 	 -7.500000 	 56 
