0 	 0.005000 	 0 	 0.030000 	  0 	 -49.500000 	 0 
1 	 0.015000 	 0 	 0.090000 	  0 	 -48.500000 	 1 
2 	 0.025000 	 0 	 0.150000 	  0 	 -47.500000 	 1 
3 	 0.035000 	 0 	 0.210000 	  3 	 -46.500000 	 1 
4 	 0.045000 	 0 	 0.270000 	  7 	 -45.500000 	 0 
5 	 0.055000 	 0 	 0.330000 	  21 	 -44.500000 	 1 
6 	 0.065000 	 0 	 0.390000 	  56 	 -43.500000 	 1 
7 	 0.075000 	 0 	 0.450000 	  139 	 -42.500000 	 6 
8 	 0.085000 	 0 	 0.510000 	  245 	 -41.500000 	 0 
9 	 0.095000 	 0 	 0.570000 	  325 	 -40.500000 	 1 
10 	 0.105000 	 0 	 0.630000 	  461 	 -39.500000 	 0 
11 	 0.115000 	 0 	 0.690000 	  575 	 -38.500000 	 5 
12 	 0.125000 	 0 	 0.750000 	  659 	 -37.500000 	 2 
13 	 0.135000 	 0 	 0.810000 	  754 	 -36.500000 	 0 
14 	 0.145000 	 0 	 0.870000 	  771 	 -35.500000 	 3 
15 	 0.155000 	 0 	 0.930000 	  785 	 -34.500000 	 1 
16 	 0.165000 	 1 	 0.990000 	  774 	 -33.500000 	 3 
17 	 0.175000 	 0 	 1.050000 	  713 	 -32.500000 	 2 
18 	 0.185000 	 0 	 1.110000 	  652 	 -31.500000 	 2 
19 	 0.195000 	 2 	 1.170000 	  595 	 -30.500000 	 6 
20 	 0.205000 	 5 	 1.230000 	  488 	 -29.500000 	 4 
21 	 0.215000 	 6 	 1.290000 	  419 	 -28.500000 	 4 
22 	 0.225000 	 6 	 1.350000 	  348 	 -27.500000 	 4 
23 	 0.235000 	 5 	 1.410000 	  271 	 -26.500000 	 6 
24 	 0.245000 	 5 	 1.470000 	  248 	 -25.500000 	 7 
25 	 0.255000 	 15 	 1.530000 	  168 	 -24.500000 	 10 
26 	 0.265000 	 18 	 1.590000 	  130 	 -23.500000 	 5 
27 	 0.275000 	 6 	 1.650000 	  97 	 -22.500000 	 4 
28 	 0.285000 	 30 	 1.710000 	  85 	 -21.500000 	 5 
29 	 0.295000 	 34 	 1.770000 	  65 	 -20.500000 	 7 
30 	 0.305000 	 35 	 1.830000 	  46 	 -19.500000 	 9 
31 	 0.315000 	 56 	 1.890000 	  28 	 -18.500000 	 10 
32 	 0.325000 	 78 	 1.950000 	  10 	 -17.500000 	 9 
33 	 0.335000 	 98 	 2.010000 	  19 	 -16.500000 	 11 
34 	 0.345000 	 105 	 2.070000 	  11 	 -15.500000 	 12 
35 	 0.355000 	 154 	 2.130000 	  10 	 -14.500000 	 19 
36 	 0.365000 	 142 	 2.190000 	  9 	 -13.500000 	 16 
37 	 0.375000 	 167 	 2.250000 	  3 	 -12.500000 	 15 
38 	 0.385000 	 196 	 2.310000 	  4 	 -11.500000 	 15 
39 	 0.395000 	 210 	 2.370000 	  0 	 -10.500000 	 27 
40 	 0.405000 	 266 	 2.430000 	  2 	 -9.500000 	 37 
41 	 0.415000 	 283 	 2.490000 	  1 	 -8.500000 	 46 
42 	 0.425000 	 316 	 2.550000 	  0 	 -7.500000 	 52 
43 	 0.435000 	 342 	 2.610000 	  0 	 -6.500000 	 68 
44 	 0.445000 	 378 	 2.670000 	  1 	 -5.500000 	 96 
45 	 0.455000 	 404 	 2.730000 	  0 	 -4.500000 	 154 
46 	 0.465000 	 376 	 2.790000 	  1 	 -3.500000 	 231 
47 	 0.475000 	 407 	 2.850000 	  1 	 -2.500000 	 469 
48 	 0.485000 	 401 	 2.910000 	  0 	 -1.500000 	 972 
49 	 0.495000 	 424 	 2.970000 	  0 	 -0.500000 	 2489 
50 	 0.505000 	 444 	 3.030000 	  0 	 0.500000 	 2564 
51 	 0.515000 	 444 	 3.090000 	  0 	 1.500000 	 1046 
52 	 0.525000 	 397 	 3.150000 	  0 	 2.500000 	 446 
53 	 0.535000 	 393 	 3.210000 	  0 	 3.500000 	 232 
54 	 0.545000 	 412 	 3.270000 	  0 	 4.500000 	 170 
