0 	 0.005000 	 0 	 0.030000 	  0 	 -49.500000 	 1 
1 	 0.015000 	 0 	 0.090000 	  0 	 -48.500000 	 0 
2 	 0.025000 	 0 	 0.150000 	  0 	 -47.500000 	 1 
3 	 0.035000 	 0 	 0.210000 	  0 	 -46.500000 	 2 
4 	 0.045000 	 0 	 0.270000 	  0 	 -45.500000 	 2 
5 	 0.055000 	 0 	 0.330000 	  0 	 -44.500000 	 2 
6 	 0.065000 	 0 	 0.390000 	  0 	 -43.500000 	 1 
7 	 0.075000 	 0 	 0.450000 	  0 	 -42.500000 	 0 
8 	 0.085000 	 0 	 0.510000 	  0 	 -41.500000 	 2 
9 	 0.095000 	 0 	 0.570000 	  0 	 -40.500000 	 4 
10 	 0.105000 	 0 	 0.630000 	  1 	 -39.500000 	 2 
11 	 0.115000 	 0 	 0.690000 	  8 	 -38.500000 	 2 
12 	 0.125000 	 0 	 0.750000 	  96 	 -37.500000 	 2 
13 	 0.135000 	 0 	 0.810000 	  402 	 -36.500000 	 2 
14 	 0.145000 	 0 	 0.870000 	  1080 	 -35.500000 	 2 
15 	 0.155000 	 0 	 0.930000 	  1906 	 -34.500000 	 2 
16 	 0.165000 	 0 	 0.990000 	  2393 	 -33.500000 	 2 
17 	 0.175000 	 0 	 1.050000 	  1992 	 -32.500000 	 5 
18 	 0.185000 	 0 	 1.110000 	  1231 	 -31.500000 	 6 
19 	 0.195000 	 0 	 1.170000 	  585 	 -30.500000 	 2 
20 	 0.205000 	 0 	 1.230000 	  235 	 -29.500000 	 7 
21 	 0.215000 	 0 	 1.290000 	  49 	 -28.500000 	 3 
22 	 0.225000 	 0 	 1.350000 	  19 	 -27.500000 	 4 
23 	 0.235000 	 0 	 1.410000 	  3 	 -26.500000 	 6 
24 	 0.245000 	 0 	 1.470000 	  0 	 -25.500000 	 5 
25 	 0.255000 	 0 	 1.530000 	  0 	 -24.500000 	 7 
26 	 0.265000 	 0 	 1.590000 	  0 	 -23.500000 	 5 
27 	 0.275000 	 0 	 1.650000 	  0 	 -22.500000 	 11 
28 	 0.285000 	 0 	 1.710000 	  0 	 -21.500000 	 15 
29 	 0.295000 	 0 	 1.770000 	  0 	 -20.500000 	 9 
30 	 0.305000 	 0 	 1.830000 	  0 	 -19.500000 	 9 
31 	 0.315000 	 0 	 1.890000 	  0 	 -18.500000 	 14 
32 	 0.325000 	 0 	 1.950000 	  0 	 -17.500000 	 12 
33 	 0.335000 	 0 	 2.010000 	  0 	 -16.500000 	 9 
34 	 0.345000 	 0 	 2.070000 	  0 	 -15.500000 	 10 
35 	 0.355000 	 0 	 2.130000 	  0 	 -14.500000 	 12 
36 	 0.365000 	 0 	 2.190000 	  0 	 -13.500000 	 18 
37 	 0.375000 	 0 	 2.250000 	  0 	 -12.500000 	 24 
38 	 0.385000 	 0 	 2.310000 	  0 	 -11.500000 	 23 
39 	 0.395000 	 1 	 2.370000 	  0 	 -10.500000 	 36 
40 	 0.405000 	 7 	 2.430000 	  0 	 -9.500000 	 39 
41 	 0.415000 	 23 	 2.490000 	  0 	 -8.500000 	 44 
42 	 0.425000 	 60 	 2.550000 	  0 	 -7.500000 	 64 
43 	 0.435000 	 92 	 2.610000 	  0 	 -6.500000 	 76 
44 	 0.445000 	 239 	 2.670000 	  0 	 -5.500000 	 96 
45 	 0.455000 	 416 	 2.730000 	  0 	 -4.500000 	 165 
